Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,College,pro_day_40,pro_day_10_split,pro_day_3_cone,pro_day_vertical,pro_day_broad,pro_day_bench,combine_40,combine_10_split,combine_3_cone,combine_vertical,combine_broad,combine_bench,height,weight,hand_size,wing_span,arm_length,CmbnScr,AthleteScr,ProdScr,SizeScr,G,null
1,33393,00-0033393,NFL,MOO465364,https://static.www.nfl.com/image/private/{formatInstructions}/league/ji3hdoi86xonnhxlr6gl,Kenny Moore II,Kenny Moore II,CB,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Valdosta State,-,-,,,,,4.95,-,7.60,31.5,111,28,69,190,-,,-,-,-,-,-,132,
1,33408,00-0033408,NFL,COX151958,https://static.www.nfl.com/image/private/{formatInstructions}/league/zxgfupgdi3ahviuehis6,Bryan Cox,Bryan Cox,DE,Indianapolis Colts,IND,2200,2200,,,,NOR,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#013369,AFC,Florida,-,-,,,,,4.89,1.74,7.36,36.5,120,24,75,270,9.500,79.125,33.750,51.3,51.0,52.2,72.5,26,
1,33466,00-0033466,NFL,MCK250948,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gy6grhpxsegfgklfadte,Isaiah McKenzie,Isaiah McKenzie,WR,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Georgia,-,-,,,,,4.42,1.49,6.64,36.0,123,11,68,173,8.875,68.25,28.875,73.5,85.1,63.1,57.5,93,
1,33550,00-0033550,NFL,WEB107865,https://static.www.nfl.com/image/private/{formatInstructions}/league/rxvilxbyuvwvorzzxhxf,Davis Webb,Davis Webb,QB,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,N.Y. Giants,New York Giants,,,,,#0B2265,NFC,California,-,-,,,,,4.79,1.57,6.92,33.0,118,,77,225,9.250,78.13,33.130,74.2,82.4,69.0,77.3,2,
1,33570,00-0033570,NFL,WAL077409,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kschvtoxhs5s7ulew3oe,Anthony Walker,Anthony Walker,MLB,Tampa Bay Buccaneers,TB,4900,4900,4900,TB,Buccaneers,ACT,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,Northwestern,-,-,,,,,4.65,1.59,7.23,30.5,116,23,73,235,9.500,73.125,30.375,73.2,66.8,76.4,66.0,101,
1,33571,00-0033571,NFL,MIL033577,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ikmvrrbegypwn8wejcge,Matt Milano,Matt Milano,OLB,Buffalo Bills,BUF,610,610,610,BUF,Bills,ACT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,Boston College,-,-,,,,,4.67,1.67,-,35.0,126,24,72,223,9.375,75.625,32.000,69.5,65.2,69.8,64.8,106,
1,33619,00-0033619,NFL,REH439587,https://static.www.nfl.com/image/private/{formatInstructions}/league/wtxebetjkp0zyeh96zb7,Austin Rehkow,Austin Rehkow,P,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Idaho,-,-,,,,,-,-,-,-,,,75,213,9.880,75.88,31.880,-,-,-,-,0,
1,33788,00-0033788,NFL,HOL050358,https://static.www.nfl.com/image/private/{formatInstructions}/league/piu0pe2y9rrejygsifav,Will Holden,Will Holden,G,Cleveland Browns,CLE,1050,1050,,,,NOR,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,Vanderbilt,-,-,,,,,5.47,1.83,7.71,28.0,111,23,79,330,10.125,80.5,33.250,71.3,72.9,65.2,88.3,27,
1,33877,00-0033877,NFL,HOO298753,https://static.www.nfl.com/image/upload/{formatInstructions}/league/juvd0vtnne04b8fbqaf6,Malik Hooker,Malik Hooker,FS,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,ACT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,Ohio State,-,-,,,,,-,-,-,-,,,73,212,10.750,77.75,32.250,88.1,79.6,83.5,78.6,112,
1,33884,00-0033884,NFL,WHI547699,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uxwbh1qimnyieywlu6ic,Tre'Davious White,Tre'Davious White,CB,Buffalo Bills,BUF,610,610,610,BUF,Bills,ACT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,LSU,-,-,,,,,4.47,1.52,6.90,32.0,119,16,71,192,9.125,75.75,32.125,79.2,59.9,85.2,75.0,109,
1,33904,00-0033904,NFL,DAW056236,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wuczkzxwxypvr9ssis5h,Dion Dawkins,Dion Dawkins,OT,Buffalo Bills,BUF,610,610,610,BUF,Bills,ACT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,Temple,-,-,,,,,5.11,1.80,7.30,26.0,106,26,77,320,9.875,83.875,35.000,77.1,73.7,75.2,75.7,143,
1,33951,00-0033951,NFL,MAC338783,https://static.www.nfl.com/image/private/{formatInstructions}/league/d3sdoo1yiey5oiyblulk,Marlon Mack,Marlon Mack,RB,Arizona Cardinals,ARI,3800,3800,,,,NOR,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,University of South Florida,-,-,,,,,4.50,1.52,-,35.5,125,15,71,210,9.000,76.625,32.000,71.7,79.1,64.9,76.0,54,
1,33952,00-0033952,NFL,STE757436,https://static.www.nfl.com/image/upload/{formatInstructions}/league/n9e0hbrrdvjloopiu51z,Grover Stewart,Grover Stewart,DT,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Albany State (GA),-,-,,,,,-,-,-,-,,,76,315,-,,-,-,-,-,-,141,
1,33964,00-0033964,NFL,MUH405540,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lmpiwh2pphphimm6bnxq,Al-Quadin Muhammad,Al-Quadin Muhammad,DE,Detroit Lions,DET,1540,1540,1540,DET,Lions,ACT,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Miami,-,-,,,,,4.88,1.73,7.25,30.5,117,22,76,250,9.375,79.625,33.250,61.3,55.2,62.5,68.6,110,
1,34090,00-0034090,NFL,MOO677269,https://static.www.nfl.com/image/private/{formatInstructions}/league/tvxbme0mc4uijfrbgmtm,Skai Moore,Skai Moore,LB,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,South Carolina,4.72,1.70,7.22,,,,4.40,1.58,-,36.0,117,,74,225,9.375,78.375,32.000,68.2,63.9,69.5,70.7,10,
1,34091,00-0034091,NFL,ODU401791,https://static.www.nfl.com/image/upload/{formatInstructions}/league/watelqvhccitomv8ntny,George Odum,George Odum,DB,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Central Arkansas,-,-,,,,,-,-,-,27.5,111,,73,202,-,,-,-,-,-,-,108,
1,34278,00-0034278,NFL,SMI764498,https://static.www.nfl.com/image/upload/{formatInstructions}/league/crjcjcsvkq0o689drl3c,Tremon Smith,Tremon Smith,CB,Houston Texans,HOU,2120,2120,2120,HOU,Texans,ACT,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Central Arkansas,-,-,,,,,-,-,-,-,,,72,190,-,,-,-,-,-,-,117,
1,34325,00-0034325,NFL,STA306360,https://static.www.nfl.com/image/private/{formatInstructions}/league/tbpvavxmfcy7yjhazpha,Taylor Stallworth,Taylor Stallworth,DT,Washington Commanders,WAS,5110,5110,,,,NOR,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,South Carolina,5.10,1.75,8.06,26,99,,4.57,1.83,7.95,23.5,101,18,74,305,10.250,78.25,32.500,50.8,51.0,50.0,70.6,58,
1,34342,00-0034342,NFL,NEL600785,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bzj1mpc7ykpkks4nmokp,Quenton Nelson,Quenton Nelson,G,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Notre Dame,-,-,,,,,-,-,7.65,26.5,105,35,77,330,10.375,82.625,33.750,90.6,81.4,99.0,88.6,129,
1,34354,00-0034354,NFL,TUR012037,https://static.www.nfl.com/image/private/{formatInstructions}/league/zxutsh3ix53bwyfe5go5,Kemoko Turay,Kemoko Turay,DE,Atlanta Falcons,ATL,200,200,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#A71930,NFC,Rutgers,-,-,6.84,34,119,18,4.65,1.57,-,-,,,77,248,9.625,80.125,33.375,75.0,82.8,67.8,72.3,41,
1,34359,00-0034359,NFL,LEW752680,https://static.www.nfl.com/image/upload/{formatInstructions}/league/d47ganmptjxxpyhctc8x,Tyquan Lewis,Tyquan Lewis,DE,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Ohio State,4.69,1.57,7.2,,127,24,-,-,-,35.5,122,,75,267,10.375,80.125,33.750,77.1,83.4,70.5,74.8,88,
1,34367,00-0034367,NFL,HIN226970,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ud1q6gh3tlkiy2w90gvm,Nyheim Hines,Nyheim Hines,RB,New Orleans Saints,NO,3300,3300,3300,NO,Saints,DEV,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,N.C. State,-,-,6.9,34,121,11,4.38,1.56,7.18,35.5,119,,69,196,8.875,72.5,30.750,69.0,72.8,60.6,62.8,85,
1,34376,00-0034376,NFL,JOH676640,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xdvo4thpmwbehsfwpedb,Taron Johnson,Taron Johnson,CB,Buffalo Bills,BUF,610,610,610,BUF,Bills,ACT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,Weber State,4.49,1.57,6.8,,,,4.50,1.53,7.03,33.0,118,17,71,192,9.125,74,30.875,62.6,61.8,62.9,70.6,113,
1,34391,00-0034391,NFL,NEA475848,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kq7kbeol3boyczqkm9jx,Siran Neal,Siran Neal,CB,San Francisco 49ers,SF,4500,4500,4500,SF,49ers,ACT,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,Jacksonville State,4.56,1.62,7.07,,,,4.56,1.59,7.00,40.5,122,17,72,206,9.875,75.625,31.125,69.5,71.2,60.8,75.6,131,
1,34395,00-0034395,NFL,FOU164323,https://static.www.nfl.com/image/upload/{formatInstructions}/league/o1qlrzg7ddwfh7igt5e7,Daurice Fountain,Daurice Fountain,WR,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Northern Iowa,-,-,,,,,-,-,-,-,,,73,210,-,,-,-,-,-,-,8,
1,34400,00-0034400,NFL,WIL088337,https://static.www.nfl.com/image/private/{formatInstructions}/league/ltz7ffp0fnywwhcm2d3z,Jordan Wilkins,Jordan Wilkins,RB,Cleveland Browns,CLE,1050,1050,,,,NOR,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,Mississippi,4.53,1.56,,37,123,,-,-,-,36.0,117,16,72,217,9.375,74,30.125,71.0,72.3,69.2,80.4,54,
1,34405,00-0034405,NFL,JON716012,https://static.www.nfl.com/image/private/{formatInstructions}/league/xtkhroa9ki49bygwaxsw,Sam Jones,Sam Jones,G,New York Giants,NYG,3410,3410,,,,NOR,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#0B2265,NFC,Arizona State,-,-,,,,,5.32,1.84,7.92,27.0,101,28,77,290,9.500,76.25,31.000,57.5,59.7,53.3,69.0,5,
1,34420,00-0034420,NFL,THO263261,https://static.www.nfl.com/image/private/{formatInstructions}/league/lhqymyl9yfmt9gfqb0ro,Jordan Thomas,Jordan Thomas,TE,Carolina Panthers,CAR,750,750,,,,NOR,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#0085CF,NFC,Mississippi State,4.64,1.65,7.09,34,113,15,4.74,1.56,7.50,27.0,111,16,77,277,11.000,82.375,34.125,61.4,67.0,61.9,74.8,27,
1,34424,00-0034424,NFL,ADA499253,https://static.www.nfl.com/image/upload/{formatInstructions}/league/czuncqaya4qcf5guud1f,Matthew Adams,Matthew Adams,OLB,New York Giants,NYG,3410,3410,,,,NOR,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Houston,-,-,,,,,-,-,-,-,,,72,229,-,,-,-,-,-,-,98,
1,34430,00-0034430,NFL,SMI000016,https://static.www.nfl.com/image/private/{formatInstructions}/league/qhetc78j5dmrlzwhpk1o,Andre Smith,Andre Smith,ILB,Denver Broncos,DEN,1400,1400,,,,NOR,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,North Carolina,-,-,,,,,4.84,1.58,-,32.0,112,19,72,240,10.000,78.875,33.125,70.1,78.8,61.0,72.0,62,
1,34431,00-0034431,NFL,FRA561925,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sjssdwwimkrgh3jzuo89,Zaire Franklin,Zaire Franklin,OLB,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Syracuse,-,-,,,,,-,-,-,-,,,72,235,-,,-,-,-,-,-,132,
1,34505,00-0034505,NFL,BOE704900,https://static.www.nfl.com/image/private/{formatInstructions}/league/hjfxy3eljgvweaetefds,Ike Boettger,Ike Boettger,G,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Iowa,-,-,,,,,4.45,-,-,32.5,122,,78,318,-,,-,-,-,-,-,36,
1,34511,00-0034511,NFL,LOV163366,https://static.www.nfl.com/image/private/{formatInstructions}/league/owy3dkuuek0aoayjayca,Mike Love,Mike Love,DE,Buffalo Bills,BUF,610,610,,,,NOR,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,University of South Florida,-,-,,,,,5.10,-,7.43,34.0,111,,75,255,-,,-,-,-,-,-,5,
1,34514,00-0034514,NFL,WAL465573,https://static.www.nfl.com/image/upload/{formatInstructions}/league/y7rnq70zcpcgg0ifbghe,Levi Wallace,Levi Wallace,DB,Denver Broncos,DEN,1400,1400,,,,NOR,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#FC4C02,AFC,Alabama,-,-,,,,,4.63,1.56,-,33.0,,,72,179,9.375,77.375,32.750,58.3,58.7,67.5,74.7,96,
1,34623,00-0034623,NFL,CHA014180,https://static.www.nfl.com/image/upload/{formatInstructions}/league/viwncfdylftfzljv9phw,Andre Chachere,Andre Chachere,SS,Arizona Cardinals,ARI,3800,3800,,,,NOR,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,San Jose State,-,-,,,,,4.44,1.56,6.78,37.5,128,21,72,195,9.875,75.75,31.375,63.1,73.9,59.0,75.5,43,
1,34673,00-0034673,NFL,EDM000000,https://static.www.nfl.com/image/upload/{formatInstructions}/league/unz9o9leinnet5o4qlsr,Tremaine Edmunds,Tremaine Edmunds,MLB,Chicago Bears,CHI,810,810,810,CHI,Bears,ACT,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,Virginia Tech,-,-,,,,,4.54,1.53,-,-,117,19,76,251,9.375,83,34.500,87.6,84.0,91.7,96.2,119,
1,34721,00-0034721,NFL,BOJ401791,https://static.www.nfl.com/image/private/{formatInstructions}/league/eiuli9dmspe6d4cwwa00,Corey Bojorquez,Corey Bojorquez,P,Cleveland Browns,CLE,1050,1050,1050,CLE,Browns,ACT,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,New Mexico,-,-,,,,,4.37,-,-,39.5,130,,72,217,-,,-,-,-,-,-,124,
1,34767,00-0034767,NFL,NEL582790,https://static.www.nfl.com/image/private/{formatInstructions}/league/sbs2slso8tez89rwsk3v,Nick Nelson,Nick Nelson,CB,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Wisconsin,-,-,6.84,36.5,,,4.52,1.53,-,-,123,17,71,205,9.250,74.75,30.750,74.0,71.8,72.5,71.9,12,
1,34782,00-0034782,NFL,PHI215142,https://static.www.nfl.com/image/upload/{formatInstructions}/league/znophhdzukalwuwsx6vx,Harrison Phillips,Harrison Phillips,DT,New York Jets,NYJ,3430,3430,3430,NYJ,Jets,ACT,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Stanford,-,-,,,,,5.21,1.79,7.28,32.0,103,42,75,307,10.375,80.5,33.875,84.9,81.6,85.3,77.7,113,
1,34836,00-0034836,NFL,SMI080765,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xajcpouicrecoyupypyw,Braden Smith,Braden Smith,OT,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,RES,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Auburn,-,-,7.81,,,,5.22,1.80,-,33.5,113,35,78,312,9.375,78.125,32.250,78.3,84.0,73.5,70.9,107,
1,34846,00-0034846,NFL,LEO425070,https://static.www.nfl.com/image/private/{formatInstructions}/league/wsciifrkszbcjmnzsliy,Shaquille Leonard,Shaquille Leonard,MLB,Philadelphia Eagles,PHI,3700,3700,,,,NOR,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,South Carolina State,-,-,,38,,20,4.70,1.63,-,-,,17,74,230,10.250,82.125,34.375,78.8,72.9,77.6,81.2,75,
1,34857,00-0034857,NFL,ALL529264,https://static.www.nfl.com/image/upload/{formatInstructions}/league/servs1fpsynfxep4rz2z,Josh Allen,Josh Allen,QB,Buffalo Bills,BUF,610,610,610,BUF,Bills,ACT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,Wyoming,-,-,,,,,4.75,1.62,6.90,33.5,119,,77,237,10.125,78.375,33.250,76.8,76.4,73.8,87.4,128,
1,34969,00-0034969,NFL,BAN737249,https://static.www.nfl.com/image/private/{formatInstructions}/league/p9k6kdaayai1uggtqruq,Ben Banogu,Ben Banogu,DE,Dallas Cowboys,DAL,1200,1200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,TCU,-,-,,,,,4.62,1.47,7.02,40.0,134,23,75,252,9.000,80.5,33.625,75.7,85.5,71.8,69.1,50,
1,34987,00-0034987,NFL,SPE175382,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lpqe7elzi8tbt8rjzozd,E.J. Speed,E.J. Speed,LB,Houston Texans,HOU,2120,2120,2120,HOU,Texans,ACT,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Tarleton State,-,-,,,,,-,-,-,-,,,76,227,-,,-,-,-,-,-,108,
1,35021,00-0035021,NFL,DUL521764,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tfiokr6nyal5c5qgdj1c,Ashton Dulin,Ashton Dulin,WR,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Malone,-,-,,,,,4.36,1.52,6.82,38.0,127,13,74,215,9.000,77.25,33.375,68.6,80.6,53.8,80.2,82,
1,35202,00-0035202,NFL,PHI147557,https://static.www.nfl.com/image/upload/{formatInstructions}/league/plnsixu8jpozw1grxuvc,Del'Shawn Phillips,Del'Shawn Phillips,LB,Los Angeles Chargers,LAC,4400,4400,4400,LAC,Chargers,ACT,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,Illinois,-,-,,,,,4.83,-,7.58,33.5,119,28,74,230,-,,-,-,-,-,-,86,
1,35230,00-0035230,NFL,OLI290385,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wqmheiax6xnk7pvcdzav,Ed Oliver,Ed Oliver,DT,Buffalo Bills,BUF,610,610,610,BUF,Bills,ACT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,Houston,4.71,-,,,,,-,-,-,36.0,120,32,73,287,9.250,77.375,31.750,95.4,94.1,89.7,61.1,95,
1,35238,00-0035238,NFL,FOR076987,https://static.www.nfl.com/image/private/{formatInstructions}/league/tvlrnep8pest5wubog4f,Cody Ford,Cody Ford,G,Cincinnati Bengals,CIN,920,920,920,CIN,Bengals,ACT,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,Oklahoma,-,-,,,,20,5.21,1.81,8.27,28.5,104,19,75,345,9.750,82.5,34.000,79.4,68.3,82.2,75.5,99,
1,35250,00-0035250,NFL,SIN186919,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wqw8ee4nsxsisqb3bagw,Devin Singletary,Devin Singletary,RB,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Florida Atlantic,-,-,,,,,4.66,1.53,7.32,35.0,117,15,67,203,8.500,70,28.875,70.2,55.6,75.5,62.2,110,
1,35290,00-0035290,NFL,JOH000015,https://static.www.nfl.com/image/private/{formatInstructions}/league/d83fqx8f4xboaay0iefs,Jaquan Johnson,Jaquan Johnson,FS,Tampa Bay Buccaneers,TB,4900,4900,,,,NOR,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,Miami,-,-,,,,,4.69,1.54,-,33.0,121,18,70,190,8.750,72.75,29.625,68.1,53.6,77.7,62.8,60,
1,35306,00-0035306,NFL,JOH000013,https://static.www.nfl.com/image/private/{formatInstructions}/league/yhmqdkguwvfgpl8jrh6z,Darryl Johnson,Darryl Johnson,OLB,Seattle Seahawks,SEA,4600,4600,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#002244,NFC,North Carolina A&T,-,-,,,,,-,-,-,-,,20,78,253,10.000,77.875,33.875,64.4,77.4,50.0,78.1,38,
1,35308,00-0035308,NFL,SWE393041,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ixhp102leeriycsx1pkl,Tommy Sweeney,Tommy Sweeney,TE,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,Boston College,-,-,,,,,4.83,1.59,-,-,,17,77,251,9.750,78.375,32.750,66.6,61.1,69.5,75.3,24,
1,35322,00-0035322,NFL,BEC512998,https://static.www.nfl.com/image/private/{formatInstructions}/league/hjfpyjbaz6dfn0alet5h,Nate Becker,Nate Becker,TE,Green Bay Packers,GB,1800,1800,,,,NOR,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,Miami (Ohio),-,-,,,,,4.42,-,-,35.5,123,17,77,264,-,,-,-,-,-,-,1,
1,35352,00-0035352,NFL,DOD341460,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ssfyc6yarlegh112xeoa,Tyrel Dodson,Tyrel Dodson,LB,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,ACT,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Texas A&M,-,-,,,,,4.60,1.61,-,34.5,116,24,72,237,9.125,75.75,31.750,69.8,73.2,66.8,69.4,92,
1,35357,00-0035357,NFL,LEW089606,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zjktx8s1xlcacohcfimq,Cam Lewis,Cam Lewis,CB,Buffalo Bills,BUF,610,610,610,BUF,Bills,ACT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,Buffalo,-,-,,,,,4.84,-,7.15,30.0,,,69,183,-,,-,-,-,-,-,76,
1,35382,00-0035382,NFL,BAT139733,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tgbklfctfspy8vaps9he,Ryan Bates,Ryan Bates,OT,Chicago Bears,CHI,810,810,810,CHI,Bears,ACT,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,Penn State,-,-,,,,,4.69,1.70,7.15,35.0,118,26,76,306,9.500,78.875,32.500,64.2,78.8,53.9,65.8,92,
1,35530,00-0035530,NFL,WIL605004,https://static.www.nfl.com/image/private/{formatInstructions}/league/pgqksilohuni0rvinboo,Khari Willis,Khari Willis,SS,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Michigan State,-,-,,,,,4.52,1.48,-,34.5,118,22,71,215,9.500,74.375,31.000,66.1,80.8,58.7,75.7,39,
1,35534,00-0035534,NFL,TEL178130,https://static.www.nfl.com/image/private/{formatInstructions}/league/ssbmon8l8wwbuedefxod,Marvell Tell,Marvell Tell,CB,Cincinnati Bengals,CIN,920,920,,,,NOR,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,USC,4.57,-,,41,,8,-,-,6.63,42.0,136,,74,198,9.750,80,33.125,74.8,89.7,63.7,77.6,13,
1,35589,00-0035589,NFL,JEN478992,https://static.www.nfl.com/image/private/{formatInstructions}/league/kfmi1ueidfxfixmaggov,Gary Jennings,Gary Jennings,WR,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,West Virginia,-,-,,,,,4.42,1.55,7.32,37.0,127,20,73,215,9.625,78.125,32.500,74.5,78.2,70.5,81.0,1,
1,35637,00-0035637,NFL,YAS738004,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ezahxzran7e2ohnmtndh,Rock Ya-Sin,Rock Ya-Sin,CB,Detroit Lions,DET,1540,1540,1540,DET,Lions,ACT,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Temple,-,-,,,,,4.51,1.50,7.31,39.5,120,18,71,195,9.875,77.375,32.000,74.4,60.7,74.9,75.7,96,
1,35639,00-0035639,NFL,CAM230411,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pmb3ypquiy5a2qzzmio4,Parris Campbell,Parris Campbell,WR,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,DEV,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,Ohio State,4.31,-,,40,135,,4.31,1.45,-,40.0,135,11,73,205,9.500,75.625,32.250,87.0,99.0,78.0,77.2,50,
1,35687,00-0035687,NFL,OKE400459,https://static.www.nfl.com/image/upload/{formatInstructions}/league/q5gc9nwmikqcyza7m3ku,Bobby Okereke,Bobby Okereke,ILB,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,Stanford,-,-,,,,,4.58,1.52,7.25,33.5,122,,73,235,10.125,82.625,34.500,77.9,83.5,73.1,82.1,110,
