Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,College,pro_day_40,pro_day_10_split,pro_day_3_cone,pro_day_vertical,pro_day_broad,pro_day_bench,combine_40,combine_10_split,combine_3_cone,combine_vertical,combine_broad,combine_bench,height,weight,hand_size,wing_span,arm_length,CmbnScr,AthleteScr,ProdScr,SizeScr,G,null
1,26346,00-0026346,NFL,NAK049576,https://static.www.nfl.com/image/private/{formatInstructions}/league/jv1fxkwsjuuuus1ef9zl,Haruki Nakamura,Haruki Nakamura,FS,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Cincinnati,-,-,,,,,-,-,-,-,,,70,205,-,,-,-,-,-,-,69,
1,26303,00-0026303,NFL,SCH357488,https://static.www.nfl.com/image/private/{formatInstructions}/league/ph56pn9shglpkehplbx4,Owen Schmitt,Owen Schmitt,FB,Oakland Raiders,OAK,2520,2520,,,,NOR,2520,OAK,Raiders,Oakland,Oakland Raiders,,,,,#000000,AFC,West Virginia,-,-,,,,,4.73,1.58,-,-,,26,74,250,9.375,,32.000,-,-,-,-,74,
1,29518,00-0029518,NFL,MEN779992,https://static.www.nfl.com/image/private/{formatInstructions}/league/pffdjiuroos1vx2yawox,Nate Menkin,Nate Menkin,T,Philadelphia Eagles,PHI,3700,3700,,,,NOR,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,Mary Hardin-Baylor,-,-,,,,,-,-,-,-,,,77,300,-,,-,-,-,-,-,0,
1,22157,00-0022157,NFL,FAI112720,https://static.www.nfl.com/image/private/{formatInstructions}/league/vvsrvfz8zfafzfqigivi,Jeff Faine,Jeff Faine,C,Cincinnati Bengals,CIN,920,920,,,,NOR,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,Notre Dame,-,-,,,,,5.18,-,-,-,,,75,291,9.625,,32.000,82.1,72.4,81.9,67.7,125,
1,27747,00-0027747,NFL,JOH000005,https://static.www.nfl.com/image/private/{formatInstructions}/league/gn3qry8msjp9avywnrny,Robert Johnson,Robert Johnson,SS,Tennessee Titans,TEN,2100,2100,,,,NOR,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,Utah,-,-,,,,,-,-,-,-,,,74,206,-,,-,-,-,-,-,15,
1,26955,00-0026955,NFL,DUR079537,https://static.www.nfl.com/image/private/{formatInstructions}/league/tsvr9xbcds5vsnqkdegh,Ryan Durand,Ryan Durand,G,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,Syracuse,-,-,,,,,-,-,-,-,,,77,301,-,,-,-,-,-,-,1,
1,21974,00-0021974,NFL,BRI127961,https://static.www.nfl.com/image/private/{formatInstructions}/league/pru7opwcvcvceqxizlvw,Jeremy Bridges,Jeremy Bridges,G,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Southern Mississippi,-,-,,,,,5.38,1.79,8.12,28.5,96,25,77,318,9.500,,34.000,62.0,62.1,57.4,67.9,112,
1,24734,00-0024734,NFL,APP629310,https://static.www.nfl.com/image/private/{formatInstructions}/league/vgagweam5vtqsoggfcrq,Antwan Applewhite,Antwan Applewhite,DE,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,San Diego State,-,-,,,,,4.83,1.71,7.50,35.0,115,25,75,270,10.000,,34.500,57.8,61.1,53.8,70.6,48,
1,28071,00-0028071,NFL,WHI311455,https://static.www.nfl.com/image/private/{formatInstructions}/league/shkmfg0qlq8zgulrztow,Johnny White,Johnny White,RB,Green Bay Packers,GB,1800,1800,,,,NOR,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,North Carolina,-,-,,,,,4.50,1.71,7.07,32.5,117,,70,202,9.125,71.125,30.000,56.4,55.1,56.7,70.6,19,
1,22218,00-0022218,NFL,COL271731,https://static.www.nfl.com/image/private/{formatInstructions}/league/x8b1ylnsxsoxpcc49rvi,Erik Coleman,Erik Coleman,SS,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Washington State,-,-,,,,,4.64,1.68,7.03,35.5,117,16,70,207,9.750,,30.250,65.5,63.0,59.7,68.3,123,
1,24582,00-0024582,NFL,HIC296632,https://static.www.nfl.com/image/private/{formatInstructions}/league/aiepcub03tmnqyoshtgp,Justin Hickman,Justin Hickman,LB,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,UCLA,-,-,,,,,4.81,1.67,7.06,29.5,115,23,74,249,9.250,,33.250,65.5,63.9,78.6,62.8,12,
1,27982,00-0027982,NFL,YOU597839,https://static.www.nfl.com/image/private/{formatInstructions}/league/jxc9mikbei0roji42nq1,Titus Young,Titus Young,WR,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Boise State,-,-,,,,,4.43,1.59,-,-,123,,71,174,9.000,72.625,30.875,77.8,65.5,80.0,66.3,26,
1,27337,00-0027337,NFL,TRA212835,https://static.www.nfl.com/image/private/{formatInstructions}/league/gaz0f2ltgkizcm88wiao,Patrick Trahan,Patrick Trahan,LB,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,Mississippi,-,-,,,,,-,-,-,-,,,74,236,-,,-,-,-,-,-,6,
1,21995,00-0021995,NFL,KEL776564,https://static.www.nfl.com/image/private/{formatInstructions}/league/llpwrwptbaeda7qqpter,Chris Kelsay,Chris Kelsay,DE,Buffalo Bills,BUF,610,610,,,,NOR,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,Nebraska,-,-,,,,,4.75,1.61,-,36.5,121,23,76,263,9.875,,32.500,80.1,82.9,74.3,74.6,147,
1,24305,00-0024305,NFL,STO746644,https://static.www.nfl.com/image/private/{formatInstructions}/league/qyhoqvhicjjzusyajhah,Maurice Stovall,Maurice Stovall,WR,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Notre Dame,-,-,,,,,4.57,1.62,6.81,35.0,122,,77,220,9.625,,33.750,74.9,67.9,77.1,87.6,81,
1,25547,00-0025547,NFL,MED290361,https://static.www.nfl.com/image/private/{formatInstructions}/league/fjsbbza86b5eahm9cic9,Justin Medlock,Justin Medlock,K,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,UCLA,-,-,,,,,4.89,-,-,-,,,71,200,8.500,,31.500,-,-,-,-,11,
1,23404,00-0023404,NFL,BIG264860,https://static.www.nfl.com/image/private/{formatInstructions}/league/d9xlczamxtkszogwdkkr,Atari Bigby,Atari Bigby,SS,San Diego Chargers,SD,4400,4400,,,,NOR,4400,SD,Chargers,San Diego,San Diego Chargers,,,,,#0080C6,AFC,UCF,-,-,,,,,-,-,7.00,35.0,112,19,71,211,9.875,,30.750,62.8,76.2,54.0,75.8,72,
1,27805,00-0027805,NFL,GRI743040,https://static.www.nfl.com/image/private/{formatInstructions}/league/mrtbxctvc6jx8umbkjtb,Cody Grimm,Cody Grimm,FS,Tampa Bay Buccaneers,TB,4900,4900,,,,NOR,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,Virginia Tech,-,-,,,,,4.55,1.60,6.58,35.5,117,11,71,200,9.625,,30.500,67.8,66.4,64.0,70.8,23,
1,26869,00-0026869,NFL,BEL043605,https://static.www.nfl.com/image/private/{formatInstructions}/league/msk4mynfphvsedeops7d,Jovan Belcher,Jovan Belcher,ILB,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,Maine,-,-,,,,,-,-,-,-,,,74,228,-,,-,-,-,-,-,59,
1,23614,00-0023614,NFL,HAR350694,https://static.www.nfl.com/image/private/{formatInstructions}/league/kknar4ebbzugzlkpiqtx,Chris Harris,Chris Harris,DB,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Louisiana-Monroe,-,-,,,,,-,-,-,-,,,72,211,-,,-,-,-,-,-,101,
1,26912,00-0026912,NFL,MID673464,https://static.www.nfl.com/image/private/{formatInstructions}/league/xbekv2wca4i2vvc9es9a,William Middleton,William Middleton,CB,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Furman,-,-,,,,,-,-,-,-,,,70,190,-,,-,-,-,-,-,49,
1,28645,00-0028645,NFL,EVA114423,https://static.www.nfl.com/image/private/{formatInstructions}/league/ufa4ipwihklkk0tfdslh,Darren Evans,Darren Evans,RB,Tennessee Titans,TEN,2100,2100,,,,NOR,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,Virginia Tech,-,-,,,,,4.62,1.63,6.96,35.0,111,26,72,232,9.750,75.125,31.750,69.6,72.9,61.7,82.4,3,
1,29491,00-0029491,NFL,BAS362284,https://static.www.nfl.com/image/private/{formatInstructions}/league/tykvg9zwmdhqisriirfw,Ben Bass,Ben Bass,DE,Dallas Cowboys,DAL,1200,1200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,Texas A&M,-,-,,,,,-,-,-,-,,,77,294,-,,-,-,-,-,-,2,
1,26179,00-0026179,NFL,RAC237924,https://static.www.nfl.com/image/private/{formatInstructions}/league/oprvv5jta2vbrdwpxvui,Chilo Rachal,Chilo Rachal,G,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,USC,-,-,,,,,5.16,1.80,8.01,25.5,108,28,77,323,10.375,,34.000,72.9,57.5,76.5,86.7,64,
1,29282,00-0029282,NFL,THO499451,https://static.www.nfl.com/image/private/{formatInstructions}/league/vaewawlv9zl8tzlxhomy,Christian Thompson,Christian Thompson,FS,Baltimore Ravens,BAL,325,325,,,,NOR,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,South Carolina State,-,-,,,,,4.42,1.61,7.33,31.5,122,18,72,211,8.375,75.875,31.500,70.5,70.4,62.3,78.8,7,
1,25787,00-0025787,NFL,GAI786653,https://static.www.nfl.com/image/private/{formatInstructions}/league/ihlmndgyzbmuwo6jwwcu,Jared Gaither,Jared Gaither,T,San Diego Chargers,SD,4400,4400,,,,NOR,4400,SD,Chargers,San Diego,San Diego Chargers,,,,,#0080C6,AFC,Maryland,-,-,,,,,-,-,-,-,,,81,335,-,,-,-,-,-,-,52,
1,23408,00-0023408,NFL,CAM014486,https://static.www.nfl.com/image/private/{formatInstructions}/league/zugugljoxmiyzvlfmbfl,Greg Camarillo,Greg Camarillo,WR,New Orleans Saints,NO,3300,3300,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,Stanford,-,-,,,,,-,-,-,-,,,74,200,-,,-,-,-,-,-,80,
1,26981,00-0026981,NFL,CUR423980,https://static.www.nfl.com/image/private/{formatInstructions}/league/slmide6ydyevszeuu83e,Aaron Curry,Aaron Curry,LB,Oakland Raiders,OAK,2520,2520,,,,NOR,2520,OAK,Raiders,Oakland,Oakland Raiders,,,,,#000000,AFC,Wake Forest,-,-,,,,,4.52,1.61,7.15,37.0,124,25,74,255,9.750,,32.625,92.3,80.3,93.6,83.1,48,
1,25463,00-0025463,NFL,HIL389650,https://static.www.nfl.com/image/private/{formatInstructions}/league/pvl5reg9vgwtldn0ahj7,Jason Hill,Jason Hill,WR,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Washington State,-,-,,,,,4.32,1.53,7.02,37.0,123,,72,202,9.625,,32.750,79.3,83.9,75.3,79.2,54,
1,26712,00-0026712,NFL,MIL149658,https://static.www.nfl.com/image/private/{formatInstructions}/league/k21prnlapgfh9rxvl7o8,Brit Miller,Brit Miller,FB,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Illinois,-,-,,,,,-,-,-,-,,,73,253,-,,-,-,-,-,-,35,
1,25462,00-0025462,NFL,ROB609376,https://static.www.nfl.com/image/private/{formatInstructions}/league/nqnfkywjavrt1bukmhap,Laurent Robinson,Laurent Robinson,WR,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Illinois State,-,-,,,,,4.38,1.53,6.83,39.0,127,19,74,205,9.000,,33.750,76.8,84.6,66.4,78.8,59,
1,29648,00-0029648,NFL,JOH501139,https://static.www.nfl.com/image/private/{formatInstructions}/league/xaydowpfxagkpyd6atey,Matt Johnson,Matt Johnson,SS,Dallas Cowboys,DAL,1200,1200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,Eastern Washington,-,-,,,,,-,-,-,-,,,73,212,-,,-,-,-,-,-,0,
1,27154,00-0027154,NFL,OCO172216,https://static.www.nfl.com/image/private/{formatInstructions}/league/lng1yawfqpjmxf9mjnj1,Jake O'Connell,Jake O'Connell,TE,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,Miami (Ohio),-,-,,,,,-,-,-,-,,,75,250,-,,-,-,-,-,-,35,
1,27761,00-0027761,NFL,ELD553860,https://static.www.nfl.com/image/private/{formatInstructions}/league/sui2evigtr3nwlqx2mdc,Brody Eldridge,Brody Eldridge,TE,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,Oklahoma,-,-,,,,,4.72,-,-,31.5,,,77,265,9.625,,32.500,64.7,63.9,60.9,77.2,27,
1,26987,00-0026987,NFL,MAY287870,https://static.www.nfl.com/image/private/{formatInstructions}/league/mz9tvxqzpmvzs9zr0ypk,Aaron Maybin,Aaron Maybin,LB,New York Jets,NYJ,3430,3430,,,,NOR,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,Penn State,-,-,,,,,4.64,1.70,7.52,38.0,124,22,76,240,10.125,,35.250,76.9,60.4,81.2,75.6,48,
1,25455,00-0025455,NFL,BLA144191,https://static.www.nfl.com/image/private/{formatInstructions}/league/dxqeuqztus59ykseyrhm,Quincy Black,Quincy Black,OLB,Tampa Bay Buccaneers,TB,4900,4900,,,,NOR,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,New Mexico,-,-,,,,,4.42,1.53,6.86,41.5,124,24,74,240,10.750,,33.500,82.0,96.9,68.9,79.8,81,
1,24342,00-0024342,NFL,EDW639849,https://static.www.nfl.com/image/private/{formatInstructions}/league/ufcubhjvugyrgobuamda,Ray Edwards,Ray Edwards,DE,Atlanta Falcons,ATL,200,200,,,,NOR,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,Purdue,-,-,,,,,4.81,1.61,7.71,39.0,114,30,77,268,10.375,,33.250,69.5,72.0,61.7,78.5,97,
1,28406,00-0028406,NFL,GAL512568,https://static.www.nfl.com/image/private/{formatInstructions}/league/w3qlwpyi9gi35qghxsmp,Tommy Gallarda,Tommy Gallarda,TE,Atlanta Falcons,ATL,200,200,,,,NOR,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,Boise State,-,-,,,,,-,-,-,-,,,77,262,-,,-,-,-,-,-,9,
1,27013,00-0027013,NFL,SMI037429,https://static.www.nfl.com/image/private/{formatInstructions}/league/infj36gakqakl2zhz7bd,Alphonso Smith,Alphonso Smith,DB,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Wake Forest,-,-,,,,,4.47,1.60,7.09,34.0,125,13,69,190,9.750,,31.500,76.5,59.9,87.1,68.2,42,
1,27671,00-0027671,NFL,SPI182733,https://static.www.nfl.com/image/private/{formatInstructions}/league/sbyg1devbmn47pzhjjc3,Amari Spievey,Amari Spievey,SS,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Iowa,-,-,,,,,4.52,1.56,-,35.0,116,,71,195,9.625,,32.000,72.0,72.1,64.5,67.0,35,
1,27788,00-0027788,NFL,GOE704508,https://static.www.nfl.com/image/private/{formatInstructions}/league/s4lxw7nrqhygkgbz48br,Travis Goethel,Travis Goethel,LB,Oakland Raiders,OAK,2520,2520,,,,NOR,2520,OAK,Raiders,Oakland,Oakland Raiders,,,,,#000000,AFC,Arizona State,-,-,,,,,4.81,1.70,6.93,35.0,111,21,74,255,9.625,,32.000,59.1,58.1,56.3,77.2,16,
1,27353,00-0027353,NFL,GRE317404,https://static.www.nfl.com/image/private/{formatInstructions}/league/xkmppoaxbs4i9xejcvai,Marshay Green,Marshay Green,DB,Indianapolis Colts,IND,2200,2200,,,,NOR,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,Mississippi,-,-,,,,,4.73,1.65,6.66,35.5,124,,70,175,10.000,,31.500,54.2,51.6,54.6,63.3,2,
1,22405,00-0022405,NFL,POL116785,https://static.www.nfl.com/image/private/{formatInstructions}/league/sap0k6ihraeup9y3vd9c,Lousaka Polite,Lousaka Polite,FB,Atlanta Falcons,ATL,200,200,,,,NOR,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,Pittsburgh,-,-,,,,,4.62,1.62,7.45,32.0,117,28,72,245,9.125,,31.000,-,-,-,-,82,
1,22843,00-0022843,NFL,SPE606681,https://static.www.nfl.com/image/private/{formatInstructions}/league/lyiorfxlen3zvbfemowg,Shawntae Spencer,Shawntae Spencer,CB,Oakland Raiders,OAK,2520,2520,,,,NOR,2520,OAK,Raiders,Oakland,Oakland Raiders,,,,,#000000,AFC,Pittsburgh,-,-,,,,,-,-,-,-,,,72,190,-,,-,-,-,-,-,100,
1,25532,00-0025532,NFL,JON215180,https://static.www.nfl.com/image/private/{formatInstructions}/league/wjrkb0sdxfommbq8m7zr,David Jones,David Jones,DB,Washington Redskins,WAS,5110,5110,,,,NOR,5110,WAS,Redskins,Washington,Washington Redskins,,,,,#5A1414,NFC,Wingate,-,-,,,,,-,-,-,-,,,72,197,-,,-,-,-,-,-,59,
1,28070,00-0028070,NFL,PIL077839,https://static.www.nfl.com/image/private/{formatInstructions}/league/mxbukige1n6saqpm8s7g,Kealoha Pilares,Kealoha Pilares,WR,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Hawaii,-,-,,,,,4.42,-,-,-,,19,70,205,8.750,73,30.500,77.8,81.8,80.7,67.0,20,
1,26765,00-0026765,NFL,EGB474618,https://static.www.nfl.com/image/private/{formatInstructions}/league/t4qc9r9clnim8ij5z4kr,Pannel Egboh,Pannel Egboh,DE,Tennessee Titans,TEN,2100,2100,,,,NOR,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,Stanford,-,-,,,,,4.98,1.73,7.24,31.5,116,26,78,287,10.375,,35.750,59.6,60.9,54.9,91.7,6,
1,22008,00-0022008,NFL,MCG215622,https://static.www.nfl.com/image/private/{formatInstructions}/league/eoq5v44uwzmykqfsc2tf,Terrence McGee,Terrence McGee,CB,Buffalo Bills,BUF,610,610,,,,NOR,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,Northwestern State (LA),-,-,,,,,4.57,1.62,6.88,37.0,126,15,69,205,9.125,,30.250,68.1,69.9,62.9,68.4,122,
1,25568,00-0025568,NFL,MAU280858,https://static.www.nfl.com/image/private/{formatInstructions}/league/o6c5tasqhczwbwdzpvwh,Reagan Maui'a,Reagan Maui'a,FB,Arizona Cardinals,ARI,3800,3800,,,,NOR,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,Hawaii,-,-,,,,,-,-,-,-,,,72,265,-,,-,-,-,-,-,39,
1,24233,00-0024233,NFL,CAR312522,https://static.www.nfl.com/image/private/{formatInstructions}/league/ysogltal9jnmcfuuthzd,Bobby Carpenter,Bobby Carpenter,LB,New England Patriots,NE,3200,3200,,,,NOR,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,Ohio State,4.65,-,6.88,,,20,4.65,-,-,-,,,74,249,9.750,,31.500,84.2,82.4,77.9,82.2,93,
1,25583,00-0025583,NFL,TAY251071,https://static.www.nfl.com/image/private/{formatInstructions}/league/vmijhlshtyfphqdja7nu,Herb Taylor,Herb Taylor,G,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,TCU,-,-,,,,,5.23,1.90,7.78,27.0,100,26,76,305,9.875,,33.000,63.0,67.3,57.4,65.5,20,
1,26505,00-0026505,NFL,WIL729398,https://static.www.nfl.com/image/private/{formatInstructions}/league/wehosdqmgramlgbhnlos,John Parker Wilson,John Parker Wilson,QB,Jacksonville Jaguars,JAC,2250,2250,,,,NOR,2250,JAC,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,Alabama,-,-,,,,,4.87,1.69,7.53,29.5,105,,74,215,9.500,,31.000,58.0,56.2,51.7,69.5,0,
1,23492,00-0023492,NFL,MIL366437,https://static.www.nfl.com/image/private/{formatInstructions}/league/rj9kdt6pvhec8sqqsabn,Justin Miller,Justin Miller,DB,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,Clemson,-,-,,,,,4.48,1.54,-,41.5,128,15,71,186,9.250,,30.500,77.1,75.6,76.1,69.5,46,
1,27204,00-0027204,NFL,STE362707,https://static.www.nfl.com/image/private/{formatInstructions}/league/rowpy9wxyfp82q072coz,Emmanuel Stephens,Emmanuel Stephens,DE,Cleveland Browns,CLE,1050,1050,,,,NOR,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,Mississippi,-,-,,,,,-,-,-,-,,,75,255,-,,-,-,-,-,-,19,
1,27585,00-0027585,NFL,GOO467147,https://static.www.nfl.com/image/private/{formatInstructions}/league/njwr5iqbxsletquv3q8y,Richard Goodman,Richard Goodman,WR,San Diego Chargers,SD,4400,4400,,,,NOR,4400,SD,Chargers,San Diego,San Diego Chargers,,,,,#0080C6,AFC,Florida State,-,-,,,,,-,-,-,-,,,72,192,-,,-,-,-,-,-,26,
1,24353,00-0024353,NFL,OJI444955,https://static.www.nfl.com/image/private/{formatInstructions}/league/rwc02xo99whhhlra9zos,Quinn Ojinnaka,Quinn Ojinnaka,G,St. Louis Rams,STL,2510,2510,,,,NOR,2510,STL,Rams,St. Louis,St. Louis Rams,,,,,#003594,NFC,Syracuse,-,-,,,,,5.44,1.83,8.45,28.5,102,21,77,295,9.625,,34.000,60.5,51.0,60.5,79.5,62,
1,28985,00-0028985,NFL,HUN534304,https://static.www.nfl.com/image/private/{formatInstructions}/league/desjug1lbqhc6nkxtpzi,David Hunter,David Hunter,NT,Houston Texans,HOU,2120,2120,,,,NOR,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,Houston,-,-,,,,,-,-,-,-,,,74,306,-,,-,-,-,-,-,0,
1,22914,00-0022914,NFL,GAM225683,https://static.www.nfl.com/image/private/{formatInstructions}/league/cfmypi7ngf6d2oatxmih,Chris Gamble,Chris Gamble,CB,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Ohio State,-,-,,,,,4.52,-,-,-,,,73,205,8.875,,31.125,76.8,70.2,81.5,78.4,123,
1,27120,00-0027120,NFL,RIN387478,https://static.www.nfl.com/image/private/{formatInstructions}/league/ojz3hk7welv30galevuj,Javon Ringer,Javon Ringer,RB,Tennessee Titans,TEN,2100,2100,,,,NOR,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,Michigan State,-,-,,,,,4.50,1.60,6.87,34.0,115,23,69,213,9.625,,30.750,69.8,61.4,78.8,67.2,37,
1,28602,00-0028602,NFL,SAI623356,https://static.www.nfl.com/image/private/{formatInstructions}/league/geerv1mt8m61vq70jvla,Brandon Saine,Brandon Saine,RB,Green Bay Packers,GB,1800,1800,,,,NOR,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,Ohio State,-,-,,,,,4.48,1.56,6.98,34.5,113,22,71,220,9.250,74.125,30.625,64.6,80.8,50.0,78.0,14,
1,29584,00-0029584,NFL,BRO489141,https://static.www.nfl.com/image/private/{formatInstructions}/league/xweotr3bgobiwpt80ytm,Jerry Brown,Jerry Brown,LB,Indianapolis Colts,IND,2200,2200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#013369,AFC,Illinois,-,-,,,,,-,-,-,-,,,76,265,-,,-,-,-,-,-,1,
1,27884,00-0027884,NFL,KIN188762,https://static.www.nfl.com/image/private/{formatInstructions}/league/dnkyq2r4noijxx37stbx,Sergio Kindle,Sergio Kindle,LB,Baltimore Ravens,BAL,325,325,,,,NOR,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,Texas,-,-,,,,,4.65,1.70,7.26,36.5,118,25,75,250,10.000,,33.250,76.0,68.4,76.4,65.9,3,
1,27233,00-0027233,NFL,JOH678967,https://static.www.nfl.com/image/private/{formatInstructions}/league/az2tkemwomsgsxdu26wi,Terrence Johnson,Terrence Johnson,DB,Atlanta Falcons,ATL,200,200,,,,NOR,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,California (PA),-,-,,,,,-,-,-,-,,,69,195,-,,-,-,-,-,-,12,
1,26486,00-0026486,NFL,ONA622937,https://static.www.nfl.com/image/private/{formatInstructions}/league/gfpmvyylu96nuie4ujpo,Kenny Onatolu,Kenny Onatolu,LB,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,Nebraska-Omaha,-,-,,,,,-,-,-,-,,,74,235,-,,-,-,-,-,-,52,
1,23439,00-0023439,NFL,BEN508718,https://static.www.nfl.com/image/private/{formatInstructions}/league/zylz83taoocxvkphhyru,Cedric Benson,Cedric Benson,RB,Green Bay Packers,GB,1800,1800,,,,NOR,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,Texas,4.62,-,7.5,33,,21,4.62,-,-,-,,,71,227,9.125,,32.000,82.3,66.2,89.3,76.7,96,
